PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29628290","The Immune Landscape of Cancer","Thorsson V, Gibbs DL, Brown SD, Wolf D, Bortone DS, Ou Yang TH, Porta-Pardo E, Gao GF, Plaisier CL, Eddy JA, Ziv E, Culhane AC, Paull EO, Sivakumar IKA, Gentles AJ, Malhotra R, Farshidfar F, Colaprico A, Parker JS, Mose LE, Vo NS, Liu J, Liu Y, Rader J, Dhankani V, Reynolds SM, Bowlby R, Califano A, Cherniack AD, Anastassiou D, Bedognetti D, Mokrab Y, Newman AM, Rao A, Chen K, Krasnitz A, Hu H, Malta TM, Noushmehr H, Pedamallu CS, Bullman S, Ojesina AI, Lamb A, Zhou W, Shen H, Choueiri TK, Weinstein JN, Guinney J, Saltz J, Holt RA, Rabkin CS; Cancer Genome Atlas Research Network, Lazar AJ, Serody JS, Demicco EG, Disis ML, Vincent BG, Shmulevich I.","Immunity. 2018 Apr 17;48(4):812-830.e14. doi: 10.1016/j.immuni.2018.03.023. Epub 2018 Apr 5.","Thorsson V","Immunity","2018","2018/04/10","PMC5982584","NIHMS958212","10.1016/j.immuni.2018.03.023"
"34358469","A proteogenomic portrait of lung squamous cell carcinoma","Satpathy S, Krug K, Jean Beltran PM, Savage SR, Petralia F, Kumar-Sinha C, Dou Y, Reva B, Kane MH, Avanessian SC, Vasaikar SV, Krek A, Lei JT, Jaehnig EJ, Omelchenko T, Geffen Y, Bergstrom EJ, Stathias V, Christianson KE, Heiman DI, Cieslik MP, Cao S, Song X, Ji J, Liu W, Li K, Wen B, Li Y, Gümüş ZH, Selvan ME, Soundararajan R, Visal TH, Raso MG, Parra ER, Babur Ö, Vats P, Anand S, Schraink T, Cornwell M, Rodrigues FM, Zhu H, Mo CK, Zhang Y, da Veiga Leprevost F, Huang C, Chinnaiyan AM, Wyczalkowski MA, Omenn GS, Newton CJ, Schurer S, Ruggles KV, Fenyö D, Jewell SD, Thiagarajan M, Mesri M, Rodriguez H, Mani SA, Udeshi ND, Getz G, Suh J, Li QK, Hostetter G, Paik PK, Dhanasekaran SM, Govindan R, Ding L, Robles AI, Clauser KR, Nesvizhskii AI, Wang P, Carr SA, Zhang B, Mani DR, Gillette MA; Clinical Proteomic Tumor Analysis Consortium.","Cell. 2021 Aug 5;184(16):4348-4371.e40. doi: 10.1016/j.cell.2021.07.016.","Satpathy S","Cell","2021","2021/08/06","PMC8475722","NIHMS1730863","10.1016/j.cell.2021.07.016"
"31231567","Hyperprogressive disease during nivolumab or irinotecan treatment in patients with advanced gastric cancer","Aoki M, Shoji H, Nagashima K, Imazeki H, Miyamoto T, Hirano H, Honma Y, Iwasa S, Okita N, Takashima A, Kato K, Higuchi K, Boku N.","ESMO Open. 2019 May 21;4(3):e000488. doi: 10.1136/esmoopen-2019-000488. eCollection 2019.","Aoki M","ESMO Open","2019","2019/06/25","PMC6555603","","10.1136/esmoopen-2019-000488"
"32667922","Perturbation biology links temporal protein changes to drug responses in a melanoma cell line","Nyman E, Stein RR, Jing X, Wang W, Marks B, Zervantonakis IK, Korkut A, Gauthier NP, Sander C.","PLoS Comput Biol. 2020 Jul 15;16(7):e1007909. doi: 10.1371/journal.pcbi.1007909. eCollection 2020 Jul.","Nyman E","PLoS Comput Biol","2020","2020/07/16","PMC7384681","","10.1371/journal.pcbi.1007909"
"32468338","Gut microbiome associations with breast cancer risk factors and tumor characteristics: a pilot study","Wu AH, Tseng C, Vigen C, Yu Y, Cozen W, Garcia AA, Spicer D.","Breast Cancer Res Treat. 2020 Jul;182(2):451-463. doi: 10.1007/s10549-020-05702-6. Epub 2020 May 28.","Wu AH","Breast Cancer Res Treat","2020","2020/05/30","PMC7297869","","10.1007/s10549-020-05702-6"
"28846712","Hybrid multiscale modeling and prediction of cancer cell behavior","Zangooei MH, Habibi J.","PLoS One. 2017 Aug 28;12(8):e0183810. doi: 10.1371/journal.pone.0183810. eCollection 2017.","Zangooei MH","PLoS One","2017","2017/08/29","PMC5573302","","10.1371/journal.pone.0183810"
"32483202","Targeting TRAF3IP2, Compared to Rab27, is More Effective in Suppressing the Development and Metastasis of Breast Cancer","Alt EU, Wörner PM, Pfnür A, Ochoa JE, Schächtele DJ, Barabadi Z, Lang LM, Srivastav S, Burow ME, Chandrasekar B, Izadpanah R.","Sci Rep. 2020 Jun 1;10(1):8834. doi: 10.1038/s41598-020-64781-z.","Alt EU","Sci Rep","2020","2020/06/03","PMC7264196","","10.1038/s41598-020-64781-z"
"35053485","Pathophysiological Integration of Metabolic Reprogramming in Breast Cancer","Corchado-Cobos R, García-Sancha N, Mendiburu-Eliçabe M, Gómez-Vecino A, Jiménez-Navas A, Pérez-Baena MJ, Holgado-Madruga M, Mao JH, Cañueto J, Castillo-Lluva S, Pérez-Losada J.","Cancers (Basel). 2022 Jan 10;14(2):322. doi: 10.3390/cancers14020322.","Corchado-Cobos R","Cancers (Basel)","2022","2022/01/21","PMC8773662","","10.3390/cancers14020322"
"30065243","Systems analysis of intracellular pH vulnerabilities for cancer therapy","Persi E, Duran-Frigola M, Damaghi M, Roush WR, Aloy P, Cleveland JL, Gillies RJ, Ruppin E.","Nat Commun. 2018 Jul 31;9(1):2997. doi: 10.1038/s41467-018-05261-x.","Persi E","Nat Commun","2018","2018/08/02","PMC6068141","","10.1038/s41467-018-05261-x"
"30383900","Quantitative imaging of cancer in the postgenomic era: Radio(geno)mics, deep learning, and habitats","Napel S, Mu W, Jardim-Perassi BV, Aerts HJWL, Gillies RJ.","Cancer. 2018 Dec 15;124(24):4633-4649. doi: 10.1002/cncr.31630. Epub 2018 Nov 1.","Napel S","Cancer","2018","2018/11/02","PMC6482447","NIHMS1014753","10.1002/cncr.31630"
"33317871","A novel extended Kalman filter with support vector machine based method for the automatic diagnosis and segmentation of brain tumors","Chen B, Zhang L, Chen H, Liang K, Chen X.","Comput Methods Programs Biomed. 2021 Mar;200:105797. doi: 10.1016/j.cmpb.2020.105797. Epub 2020 Oct 31.","Chen B","Comput Methods Programs Biomed","2021","2020/12/15","","","10.1016/j.cmpb.2020.105797"
"33521638","Multi-institutional noninvasive in vivo characterization of IDH, 1p/19q, and EGFRvIII in glioma using neuro-Cancer Imaging Phenomics Toolkit (neuro-CaPTk)","Rathore S, Mohan S, Bakas S, Sako C, Badve C, Pati S, Singh A, Bounias D, Ngo P, Akbari H, Gastounioti A, Bergman M, Bilello M, Shinohara RT, Yushkevich P, O'Rourke DM, Sloan AE, Kontos D, Nasrallah MP, Barnholtz-Sloan JS, Davatzikos C.","Neurooncol Adv. 2021 Jan 23;2(Suppl 4):iv22-iv34. doi: 10.1093/noajnl/vdaa128. eCollection 2020 Dec.","Rathore S","Neurooncol Adv","2021","2021/02/01","PMC7829474","","10.1093/noajnl/vdaa128"
"32246291","PRIMAGE project: predictive in silico multiscale analytics to support childhood cancer personalised evaluation empowered by imaging biomarkers","Martí-Bonmatí L, Alberich-Bayarri Á, Ladenstein R, Blanquer I, Segrelles JD, Cerdá-Alberich L, Gkontra P, Hero B, García-Aznar JM, Keim D, Jentner W, Seymour K, Jiménez-Pastor A, González-Valverde I, Martínez de Las Heras B, Essiaf S, Walker D, Rochette M, Bubak M, Mestres J, Viceconti M, Martí-Besa G, Cañete A, Richmond P, Wertheim KY, Gubala T, Kasztelnik M, Meizner J, Nowakowski P, Gilpérez S, Suárez A, Aznar M, Restante G, Neri E.","Eur Radiol Exp. 2020 Apr 3;4(1):22. doi: 10.1186/s41747-020-00150-9.","Martí-Bonmatí L","Eur Radiol Exp","2020","2020/04/05","PMC7125275","","10.1186/s41747-020-00150-9"
"30405689","Deep Learning-Based Multi-Omics Data Integration Reveals Two Prognostic Subtypes in High-Risk Neuroblastoma","Zhang L, Lv C, Jin Y, Cheng G, Fu Y, Yuan D, Tao Y, Guo Y, Ni X, Shi T.","Front Genet. 2018 Oct 18;9:477. doi: 10.3389/fgene.2018.00477. eCollection 2018.","Zhang L","Front Genet","2018","2018/11/09","PMC6201709","","10.3389/fgene.2018.00477"
"33589523","Phosphorylation of SMAD3 in immune cells predicts survival of patients with early stage non-small cell lung cancer","Marwitz S, Ballesteros-Merino C, Jensen SM, Reck M, Kugler C, Perner S, Drömann D, Goldmann T, Fox BA.","J Immunother Cancer. 2021 Feb;9(2):e001469. doi: 10.1136/jitc-2020-001469.","Marwitz S","J Immunother Cancer","2021","2021/02/16","PMC7887360","","10.1136/jitc-2020-001469"
"29502292","Whole-Genome Expression Microarray Combined with Machine Learning to Identify Prognostic Biomarkers for High-Grade Glioma","Shu C, Wang Q, Yan X, Wang J.","J Mol Neurosci. 2018 Apr;64(4):491-500. doi: 10.1007/s12031-018-1049-7. Epub 2018 Mar 3.","Shu C","J Mol Neurosci","2018","2018/03/05","","","10.1007/s12031-018-1049-7"
"34239704","Comparison of unenhanced magnetic resonance imaging and ultrasound in detecting very small hepatocellular carcinoma","Tarao K, Nozaki A, Komatsu H, Komatsu T, Taguri M, Tanaka K, Yoshida T, Koyasu H, Chuma M, Numata K, Maeda S.","World J Hepatol. 2021 Jun 27;13(6):699-708. doi: 10.4254/wjh.v13.i6.699.","Tarao K","World J Hepatol","2021","2021/07/09","PMC8239491","","10.4254/wjh.v13.i6.699"
"35281485","Advanced Imaging Techniques for Newly Diagnosed and Recurrent Gliomas","Carrete LR, Young JS, Cha S.","Front Neurosci. 2022 Feb 23;16:787755. doi: 10.3389/fnins.2022.787755. eCollection 2022.","Carrete LR","Front Neurosci","2022","2022/03/14","PMC8904563","","10.3389/fnins.2022.787755"
"26925688","Evaluation of Machine Learning Algorithm Utilization for Lung Cancer Classification Based on Gene Expression Levels","Podolsky MD, Barchuk AA, Kuznetcov VI, Gusarova NF, Gaidukov VS, Tarakanov SA.","Asian Pac J Cancer Prev. 2016;17(2):835-8. doi: 10.7314/apjcp.2016.17.2.835.","Podolsky MD","Asian Pac J Cancer Prev","2016","2016/03/02","","","10.7314/apjcp.2016.17.2.835"
"33312428","Real impact of tumor marker AFP and PIVKA-II in detecting very small hepatocellular carcinoma (≤ 2 cm, Barcelona stage 0) - assessment with large number of cases","Tarao K, Nozaki A, Komatsu H, Komatsu T, Taguri M, Tanaka K, Chuma M, Numata K, Maeda S.","World J Hepatol. 2020 Nov 27;12(11):1046-1054. doi: 10.4254/wjh.v12.i11.1046.","Tarao K","World J Hepatol","2020","2020/12/14","PMC7701964","","10.4254/wjh.v12.i11.1046"
"28155657","A machine learning approach for the identification of key markers involved in brain development from single-cell transcriptomic data","Hu Y, Hase T, Li HP, Prabhakar S, Kitano H, Ng SK, Ghosh S, Wee LJ.","BMC Genomics. 2016 Dec 22;17(Suppl 13):1025. doi: 10.1186/s12864-016-3317-7.","Hu Y","BMC Genomics","2016","2017/02/04","PMC5260093","","10.1186/s12864-016-3317-7"
"26955503","Feature-based analysis of mouse prostatic intraepithelial neoplasia in histological tissue sections","Ruusuvuori P, Valkonen M, Nykter M, Visakorpi T, Latonen L.","J Pathol Inform. 2016 Jan 29;7:5. doi: 10.4103/2153-3539.175378. eCollection 2016.","Ruusuvuori P","J Pathol Inform","2016","2016/03/09","PMC4763506","","10.4103/2153-3539.175378"
"31821665","Infiltration of tumor-associated macrophages is involved in tumor programmed death-ligand 1 expression in early lung adenocarcinoma","Shima T, Shimoda M, Shigenobu T, Ohtsuka T, Nishimura T, Emoto K, Hayashi Y, Iwasaki T, Abe T, Asamura H, Kanai Y.","Cancer Sci. 2020 Feb;111(2):727-738. doi: 10.1111/cas.14272. Epub 2020 Jan 6.","Shima T","Cancer Sci","2020","2019/12/11","PMC7004546","","10.1111/cas.14272"
"29342870","Biomarkers of Progression after HIV Acute/Early Infection: Nothing Compares to CD4⁺ T-cell Count?","Turk G, Ghiglione Y, Hormanstorfer M, Laufer N, Coloccini R, Salido J, Trifone C, Ruiz MJ, Falivene J, Holgado MP, Caruso MP, Figueroa MI, Salomón H, Giavedoni LD, Pando MLÁ, Gherardi MM, Rabinovich RD, Pury PA, Sued O.","Viruses. 2018 Jan 13;10(1):34. doi: 10.3390/v10010034.","Turk G","Viruses","2018","2018/01/19","PMC5795447","","10.3390/v10010034"
"32830433","α-Mangostin-encapsulated PLGA nanoparticles inhibit colorectal cancer growth by inhibiting Notch pathway","Chandra Boinpelly V, Verma RK, Srivastav S, Srivastava RK, Shankar S.","J Cell Mol Med. 2020 Oct;24(19):11343-11354. doi: 10.1111/jcmm.15731. Epub 2020 Aug 23.","Chandra Boinpelly V","J Cell Mol Med","2020","2020/08/25","PMC7576287","","10.1111/jcmm.15731"
"35356604","A Prediction Model to Discriminate Small Choroidal Melanoma from Choroidal Nevus","Zabor EC, Raval V, Luo S, Pelayes DE, Singh AD.","Ocul Oncol Pathol. 2022 Feb;8(1):71-78. doi: 10.1159/000521541. Epub 2021 Dec 22.","Zabor EC","Ocul Oncol Pathol","2022","2022/03/31","PMC8914269","","10.1159/000521541"
"30577754","Predicting tumor cell line response to drug pairs with deep learning","Xia F, Shukla M, Brettin T, Garcia-Cardona C, Cohn J, Allen JE, Maslov S, Holbeck SL, Doroshow JH, Evrard YA, Stahlberg EA, Stevens RL.","BMC Bioinformatics. 2018 Dec 21;19(Suppl 18):486. doi: 10.1186/s12859-018-2509-3.","Xia F","BMC Bioinformatics","2018","2018/12/23","PMC6302446","","10.1186/s12859-018-2509-3"
"31740775","Translational reprogramming marks adaptation to asparagine restriction in cancer","Pathria G, Lee JS, Hasnis E, Tandoc K, Scott DA, Verma S, Feng Y, Larue L, Sahu AD, Topisirovic I, Ruppin E, Ronai ZA.","Nat Cell Biol. 2019 Dec;21(12):1590-1603. doi: 10.1038/s41556-019-0415-1. Epub 2019 Nov 18.","Pathria G","Nat Cell Biol","2019","2019/11/20","PMC7307327","NIHMS1540628","10.1038/s41556-019-0415-1"
"33195193","Identification of Prognostic Model and Biomarkers for Cancer Stem Cell Characteristics in Glioblastoma by Network Analysis of Multi-Omics Data and Stemness Indices","Du J, Yan X, Mi S, Li Y, Ji H, Hou K, Ma S, Ba Y, Zhou P, Chen L, Xie R, Hu S.","Front Cell Dev Biol. 2020 Oct 19;8:558961. doi: 10.3389/fcell.2020.558961. eCollection 2020.","Du J","Front Cell Dev Biol","2020","2020/11/16","PMC7604309","","10.3389/fcell.2020.558961"
"31681597","Predictive Power of a Radiomic Signature Based on (18)F-FDG PET/CT Images for EGFR Mutational Status in NSCLC","Li X, Yin G, Zhang Y, Dai D, Liu J, Chen P, Zhu L, Ma W, Xu W.","Front Oncol. 2019 Oct 15;9:1062. doi: 10.3389/fonc.2019.01062. eCollection 2019.","Li X","Front Oncol","2019","2019/11/05","PMC6803612","","10.3389/fonc.2019.01062"
"30642095","High-Throughput Omics and Statistical Learning Integration for the Discovery and Validation of Novel Diagnostic Signatures in Colorectal Cancer","Long NP, Park S, Anh NH, Nghi TD, Yoon SJ, Park JH, Lim J, Kwon SW.","Int J Mol Sci. 2019 Jan 12;20(2):296. doi: 10.3390/ijms20020296.","Long NP","Int J Mol Sci","2019","2019/01/16","PMC6358915","","10.3390/ijms20020296"
"30453959","Genomic analyses based on pulmonary adenocarcinoma in situ reveal early lung cancer signature","Li D, Yang W, Zhang Y, Yang JY, Guan R, Xu D, Yang MQ.","BMC Med Genomics. 2018 Nov 20;11(Suppl 5):106. doi: 10.1186/s12920-018-0413-3.","Li D","BMC Med Genomics","2018","2018/11/21","PMC6245590","","10.1186/s12920-018-0413-3"
"34330117","Prediction of breast cancer molecular subtypes using DCE-MRI based on CNNs combined with ensemble learning","Sun R, Meng Z, Hou X, Chen Y, Yang Y, Huang G, Nie S.","Phys Med Biol. 2021 Aug 24;66(17). doi: 10.1088/1361-6560/ac195a.","Sun R","Phys Med Biol","2021","2021/07/30","","","10.1088/1361-6560/ac195a"
"32803890","AutoIHC-Analyzer: computer-assisted microscopy for automated membrane extraction/scoring in HER2 molecular markers","Tewary S, Arun I, Ahmed R, Chatterjee S, Mukhopadhyay S.","J Microsc. 2021 Jan;281(1):87-96. doi: 10.1111/jmi.12955. Epub 2020 Aug 27.","Tewary S","J Microsc","2021","2020/08/18","","","10.1111/jmi.12955"
"33185738","The diagnostic value of magnetic resonance imaging in differentiating benign and malignant pediatric ovarian tumors","Janssen CL, Littooij AS, Fiocco M, Huige JCB, de Krijger RR, Hulsker CCC, Goverde AJ, Zsiros J, Mavinkurve-Groothuis AMC.","Pediatr Radiol. 2021 Mar;51(3):427-434. doi: 10.1007/s00247-020-04871-2. Epub 2020 Nov 13.","Janssen CL","Pediatr Radiol","2021","2020/11/13","PMC7897193","","10.1007/s00247-020-04871-2"
"35435565","Machine learning as a clinical decision support tool for patients with acromegaly","Sulu C, Bektaş AB, Şahin S, Durcan E, Kara Z, Demir AN, Özkaya HM, Tanrıöver N, Çomunoğlu N, Kızılkılıç O, Gazioğlu N, Gönen M, Kadıoğlu P.","Pituitary. 2022 Apr 18. doi: 10.1007/s11102-022-01216-0. Online ahead of print.","Sulu C","Pituitary","2022","2022/04/18","","","10.1007/s11102-022-01216-0"
"34408230","Cancer-associated fibroblasts are associated with poor prognosis in solid type of lung adenocarcinoma in a machine learning analysis","Min KW, Kim DH, Noh YK, Son BK, Kwon MJ, Moon JY.","Sci Rep. 2021 Aug 18;11(1):16779. doi: 10.1038/s41598-021-96344-1.","Min KW","Sci Rep","2021","2021/08/19","PMC8373913","","10.1038/s41598-021-96344-1"
"33058896","Predicting the Molecular Mechanism of EGFR Domain II Dimer Binding Interface by Machine Learning to Identify Potent Small Molecule Inhibitor for Treatment of Cancer","Mohanan A, Melge AR, Mohan CG.","J Pharm Sci. 2021 Feb;110(2):727-737. doi: 10.1016/j.xphs.2020.10.015. Epub 2020 Oct 13.","Mohanan A","J Pharm Sci","2021","2020/10/15","","","10.1016/j.xphs.2020.10.015"
"33985449","A dual autoencoder and singular value decomposition based feature optimization for the segmentation of brain tumor from MRI images","Aswani K, Menaka D.","BMC Med Imaging. 2021 May 13;21(1):82. doi: 10.1186/s12880-021-00614-3.","Aswani K","BMC Med Imaging","2021","2021/05/14","PMC8117624","","10.1186/s12880-021-00614-3"
"22684992","Investigation of serum proteome alterations in human glioblastoma multiforme","Gollapalli K, Ray S, Srivastava R, Renu D, Singh P, Dhali S, Bajpai Dikshit J, Srikanth R, Moiyadi A, Srivastava S.","Proteomics. 2012 Aug;12(14):2378-90. doi: 10.1002/pmic.201200002.","Gollapalli K","Proteomics","2012","2012/06/12","","","10.1002/pmic.201200002"
"28500765","Developing Bayesian networks from a dependency-layered ontology: A proof-of-concept in radiation oncology","Kalet AM, Doctor JN, Gennari JH, Phillips MH.","Med Phys. 2017 Aug;44(8):4350-4359. doi: 10.1002/mp.12340. Epub 2017 Jun 30.","Kalet AM","Med Phys","2017","2017/05/14","","","10.1002/mp.12340"
"32485045","Serum markers improve current prediction of metastasis development in early-stage melanoma patients: a machine learning-based study","Mancuso F, Lage S, Rasero J, Díaz-Ramón JL, Apraiz A, Pérez-Yarza G, Ezkurra PA, Penas C, Sánchez-Diez A, García-Vazquez MD, Gardeazabal J, Izu R, Mujika K, Cortés J, Asumendi A, Boyano MD.","Mol Oncol. 2020 Aug;14(8):1705-1718. doi: 10.1002/1878-0261.12732. Epub 2020 Jun 24.","Mancuso F","Mol Oncol","2020","2020/06/03","PMC7400797","","10.1002/1878-0261.12732"
"34073455","TNF-α Receptor Inhibitor Alleviates Metabolic and Inflammatory Changes in a Rat Model of Ischemic Stroke","Lin SY, Wang YY, Chang CY, Wu CC, Chen WY, Liao SL, Chen CJ.","Antioxidants (Basel). 2021 May 26;10(6):851. doi: 10.3390/antiox10060851.","Lin SY","Antioxidants (Basel)","2021","2021/06/02","PMC8228519","","10.3390/antiox10060851"
"32893821","[The role of lipids in the classification of astrocytoma and glioblastoma using MS tumor profiling]","Eliferov VA, Zhvansky ES, Sorokin AA, Shurkhay VA, Bormotov DS, Pekov SI, Nikitin PV, Ryzhova MV, Kulikov EE, Potapov AA, Nikolaev EN, Popov IA.","Biomed Khim. 2020 Jul;66(4):317-325. doi: 10.18097/PBMC20206604317.","Eliferov VA","Biomed Khim","2020","2020/09/07","","","10.18097/PBMC20206604317"
"34117103","Future of biomarker evaluation in the realm of artificial intelligence algorithms: application in improved therapeutic stratification of patients with breast and prostate cancer","Fitzgerald J, Higgins D, Mazo Vargas C, Watson W, Mooney C, Rahman A, Aspell N, Connolly A, Aura Gonzalez C, Gallagher W.","J Clin Pathol. 2021 Jul;74(7):429-434. doi: 10.1136/jclinpath-2020-207351. Epub 2021 Jun 11.","Fitzgerald J","J Clin Pathol","2021","2021/06/12","","","10.1136/jclinpath-2020-207351"
"24233781","Predicting the functional consequences of somatic missense mutations found in tumors","Carter H, Karchin R.","Methods Mol Biol. 2014;1101:135-59. doi: 10.1007/978-1-62703-721-1_8.","Carter H","Methods Mol Biol","2014","2013/11/16","","","10.1007/978-1-62703-721-1_8"
"33758097","Cancer-specific loss of TERT activation sensitizes glioblastoma to DNA damage","Amen AM, Fellmann C, Soczek KM, Ren SM, Lew RJ, Knott GJ, Park JE, McKinney AM, Mancini A, Doudna JA, Costello JF.","Proc Natl Acad Sci U S A. 2021 Mar 30;118(13):e2008772118. doi: 10.1073/pnas.2008772118.","Amen AM","Proc Natl Acad Sci U S A","2021","2021/03/24","PMC8020668","","10.1073/pnas.2008772118"
"31985586","The Relative Importance of Clinical and Socio-demographic Variables in Prognostic Prediction in Non-Small Cell Lung Cancer: A Variable Importance Approach","He J, Zhang JX, Chen CT, Ma Y, De Guzman R, Meng J, Pu Y.","Med Care. 2020 May;58(5):461-467. doi: 10.1097/MLR.0000000000001288.","He J","Med Care","2020","2020/01/28","","","10.1097/MLR.0000000000001288"
"31409615","BET Inhibition as a Rational Therapeutic Strategy for Invasive Lobular Breast Cancer","Walsh L, Haley KE, Moran B, Mooney B, Tarrant F, Madden SF, Di Grande A, Fan Y, Das S, Rueda OM, Dowling CM, Varešlija D, Chin SF, Linn S, Young LS, Jirström K, Crown JP, Bernards R, Caldas C, Gallagher WM, O'Connor DP, Ní Chonghaile T.","Clin Cancer Res. 2019 Dec 1;25(23):7139-7150. doi: 10.1158/1078-0432.CCR-19-0713. Epub 2019 Aug 13.","Walsh L","Clin Cancer Res","2019","2019/08/15","","","10.1158/1078-0432.CCR-19-0713"
"35125822","Artificial intelligence in the diagnosis and management of colorectal cancer liver metastases","Rompianesi G, Pegoraro F, Ceresa CD, Montalti R, Troisi RI.","World J Gastroenterol. 2022 Jan 7;28(1):108-122. doi: 10.3748/wjg.v28.i1.108.","Rompianesi G","World J Gastroenterol","2022","2022/02/07","PMC8793013","","10.3748/wjg.v28.i1.108"
"34572879","Elevating CDCA3 Levels Enhances Tyrosine Kinase Inhibitor Sensitivity in TKI-Resistant EGFR Mutant Non-Small-Cell Lung Cancer","Sahin KB, Shah ET, Ferguson GP, Molloy C, Kalita-de Croft P, Hayes SA, Hudson A, Colvin E, Kamitakahara H, Harvie R, Hasovits C, Khan T, Duijf PHG, Howell VM, He Y, Bolderson E, Hooper JD, Lakhani SR, Richard DJ, O'Byrne KJ, Adams MN.","Cancers (Basel). 2021 Sep 16;13(18):4651. doi: 10.3390/cancers13184651.","Sahin KB","Cancers (Basel)","2021","2021/09/28","PMC8466783","","10.3390/cancers13184651"
"26227951","Identification of anti-tumour biologics using primary tumour models, 3-D phenotypic screening and image-based multi-parametric profiling","Sandercock AM, Rust S, Guillard S, Sachsenmeier KF, Holoweckyj N, Hay C, Flynn M, Huang Q, Yan K, Herpers B, Price LS, Soden J, Freeth J, Jermutus L, Hollingsworth R, Minter R.","Mol Cancer. 2015 Jul 31;14:147. doi: 10.1186/s12943-015-0415-0.","Sandercock AM","Mol Cancer","2015","2015/08/01","PMC4521473","","10.1186/s12943-015-0415-0"
"34686201","Molecular response to PARP1 inhibition in ovarian cancer cells as determined by mass spectrometry based proteomics","Franz A, Coscia F, Shen C, Charaoui L, Mann M, Sander C.","J Ovarian Res. 2021 Oct 22;14(1):140. doi: 10.1186/s13048-021-00886-x.","Franz A","J Ovarian Res","2021","2021/10/23","PMC8539835","","10.1186/s13048-021-00886-x"
"34087010","Relevance of primary lesion location, tumour heterogeneity and genetic mutation demonstrated through tumour growth inhibition and overall survival modelling in metastatic colorectal cancer","Vera-Yunca D, Parra-Guillen ZP, Girard P, Trocóniz IF, Terranova N.","Br J Clin Pharmacol. 2022 Jan;88(1):166-177. doi: 10.1111/bcp.14937. Epub 2021 Jun 21.","Vera-Yunca D","Br J Clin Pharmacol","2022","2021/06/04","","","10.1111/bcp.14937"
"29515029","Fine epitope signature of antibody neutralization breadth at the HIV-1 envelope CD4-binding site","Cheng HD, Grimm SK, Gilman MS, Gwom LC, Sok D, Sundling C, Donofrio G, Karlsson Hedestam GB, Bonsignori M, Haynes BF, Lahey TP, Maro I, von Reyn CF, Gorny MK, Zolla-Pazner S, Walker BD, Alter G, Burton DR, Robb ML, Krebs SJ, Seaman MS, Bailey-Kellogg C, Ackerman ME.","JCI Insight. 2018 Mar 8;3(5):e97018. doi: 10.1172/jci.insight.97018.","Cheng HD","JCI Insight","2018","2018/03/09","PMC5922287","","10.1172/jci.insight.97018"
"35327977","Proteasomal Processing Immune Escape Mechanisms in Platinum-Treated Advanced Bladder Cancer","Wessolly M, Mairinger FD, Herold T, Hadaschik B, Szarvas T, Reis H.","Genes (Basel). 2022 Feb 25;13(3):422. doi: 10.3390/genes13030422.","Wessolly M","Genes (Basel)","2022","2022/03/25","PMC8948673","","10.3390/genes13030422"
"30901730","Characterization of the ERG-regulated Kinome in Prostate Cancer Identifies TNIK as a Potential Therapeutic Target","Lee RS, Zhang L, Berger A, Lawrence MG, Song J, Niranjan B, Davies RG, Lister NL, Sandhu SK, Rubin MA, Risbridger GP, Taylor RA, Rickman DS, Horvath LG, Daly RJ.","Neoplasia. 2019 Apr;21(4):389-400. doi: 10.1016/j.neo.2019.02.005. Epub 2019 Mar 20.","Lee RS","Neoplasia","2019","2019/03/23","PMC6426874","","10.1016/j.neo.2019.02.005"
"35102724","Update to improve reproducibility and interpretability: A response to ""Machine Learning for Tumor Growth Inhibition""","Chan P, Lu J, Bruno R, Jin JY.","CPT Pharmacometrics Syst Pharmacol. 2022 Mar;11(3):262-263. doi: 10.1002/psp4.12760. Epub 2022 Jan 31.","Chan P","CPT Pharmacometrics Syst Pharmacol","2022","2022/02/01","PMC8923728","","10.1002/psp4.12760"
"30367574","CamurWeb: a classification software and a large knowledge base for gene expression data of cancer","Weitschek E, Lauro SD, Cappelli E, Bertolazzi P, Felici G.","BMC Bioinformatics. 2018 Oct 15;19(Suppl 10):354. doi: 10.1186/s12859-018-2299-7.","Weitschek E","BMC Bioinformatics","2018","2018/10/28","PMC6191971","","10.1186/s12859-018-2299-7"
"30762585","Differential immune profiles distinguish the mutational subtypes of gastrointestinal stromal tumor","Vitiello GA, Bowler TG, Liu M, Medina BD, Zhang JQ, Param NJ, Loo JK, Goldfeder RL, Chibon F, Rossi F, Zeng S, DeMatteo RP.","J Clin Invest. 2019 May 1;129(5):1863-1877. doi: 10.1172/JCI124108. Epub 2019 Feb 14.","Vitiello GA","J Clin Invest","2019","2019/02/15","PMC6486334","","10.1172/JCI124108"
"35475150","Selection of patients for nerve sparing surgery in robot-assisted radical prostatectomy","Vis AN, van den Bergh RCN, van der Poel HG, Mottrie A, Stricker PD, Graefen M, Patel V, Rocco B, Lissenberg-Witte B, van Leeuwen PJ.","BJUI Compass. 2021 Nov 9;3(1):6-18. doi: 10.1002/bco2.115. eCollection 2022 Jan.","Vis AN","BJUI Compass","2021","2022/04/27","PMC8988739","","10.1002/bco2.115"
